Voltage,Current,PowerFactor,Frequency,Fault
228.4165069,14.84521959,0.514679692,50.64622454,PowerFactor Fault
238.3432852,4.186769273,0.600061237,50.40233157,PowerFactor Fault
238.3324048,8.012159056,0.655892828,48.16070636,Normal
230.1680111,-2.386374169,0.701176676,49.88922714,OpenCircuit
235.0793247,5.889160425,0.834679474,50.77191294,Normal
214.2753767,9.306748658,0.700540363,50.41550401,Normal
218.862306,2.240004631,0.928604561,48.48042672,Normal
252.4253925,14.30968834,0.916739338,50.02099515,Normal
213.8320772,11.96253566,0.617081104,46.36139427,PowerFactor Fault
211.7807265,15.53337349,0.762062509,50.2036804,Normal
245.0872932,5.404492893,0.951940152,48.06598081,Normal
250.9982467,9.311083121,0.75104872,48.01887601,Normal
215.4241354,9.296565043,0.817426075,49.34788858,Normal
245.3328005,10.06149137,0.645380665,50.0645677,PowerFactor Fault
218.8952049,3.08186471,0.804687515,50.69490505,Normal
228.334513,15.47598526,0.835251167,50.87827618,Normal
223.5069233,6.397320942,0.625239307,50.03677801,PowerFactor Fault
214.7910158,9.966782165,0.519867271,50.13613692,PowerFactor Fault
226.8137523,11.35611798,0.730253752,50.81326665,Normal
222.1873466,20.62296729,0.978439227,48.7686836,Normal
227.2001337,9.724876952,0.746109863,50.63246438,Normal
257.269362,20.90083085,0.558974742,50.62545501,PowerFactor Fault
235.9500084,5.028387357,0.749795725,49.42200119,Normal
241.1137482,-6.250733299,0.541903905,50.881598,PowerFactor Fault
222.2357606,6.517419999,0.588808926,50.44176852,PowerFactor Fault
241.0837625,-2.58260756,0.543196731,51.62606315,PowerFactor Fault
228.652325,16.01010933,0.533284765,50.23262978,PowerFactor Fault
205.8820859,13.33698302,0.786045783,50.88771448,Normal
235.9487164,9.334398808,0.946143706,50.60752685,Normal
227.7677473,5.832412497,0.512230125,51.1920252,PowerFactor Fault
223.5160891,9.989482824,0.580486461,50.38881424,PowerFactor Fault
244.7284953,13.87784612,0.980720941,51.15133201,Normal
238.042453,8.904697307,0.659790388,50.97455371,Normal
214.9452091,9.302503257,0.930992218,50.36560322,Normal
231.0353787,13.79762956,0.868693966,50.83146624,Normal
240.0326273,10.80013279,0.684800947,49.74922114,Normal
237.2204938,24.80580947,0.745937818,51.04159245,GroundFault
237.1040757,9.369816331,0.832931408,51.26042279,Normal
249.7779114,2.208648101,0.76626522,50.93389358,Normal
252.9116267,14.00562536,0.53490418,48.75654169,PowerFactor Fault
227.7400143,3.938342865,0.869572189,49.18937303,Normal
211.3362879,2.880282819,0.811551974,49.7406231,Normal
213.5763471,9.619770248,0.993108379,49.89726127,Normal
227.1816232,16.25551793,0.91342386,49.40418349,Normal
221.9770811,7.60996025,0.562281679,49.57636127,PowerFactor Fault
209.3613737,-3.669557058,0.858088041,49.03021157,OpenCircuit
251.8561664,-1.536672918,0.517982835,51.31127209,PowerFactor Fault
218.0590928,-1.895888743,0.628353409,50.67025495,PowerFactor Fault
217.7708796,-1.535326626,0.57482109,51.28382731,PowerFactor Fault
216.1728452,5.356452812,0.502752037,50.81581616,PowerFactor Fault
240.1990215,16.61915785,0.86606522,50.10853285,Normal
215.441373,13.82283634,0.597841399,49.66645718,PowerFactor Fault
237.0995867,8.835852072,0.610464931,50.28477218,PowerFactor Fault
231.6558776,10.1159015,0.841162761,50.15939877,Normal
213.7663098,9.020560569,0.873305782,49.83924162,Normal
222.6774576,9.638567241,0.606190019,47.09076008,PowerFactor Fault
223.5044952,16.13737318,0.884843253,50.37048175,Normal
259.4488342,14.59111903,0.930619801,49.61975769,Normal
246.0373465,1.960764748,0.531442459,51.51069171,PowerFactor Fault
247.3079353,18.19343817,0.755036473,50.30784631,Normal
239.8134833,16.48233718,0.819898543,49.41175134,Normal
238.5778743,7.220415004,0.770224374,49.94876643,Normal
222.193019,4.777184899,0.672626674,49.84649103,Normal
245.0813873,8.700871507,0.574679372,48.6980949,PowerFactor Fault
201.0716601,-2.245575624,0.549799784,51.45899734,PowerFactor Fault
228.0667551,14.42667064,0.882036105,50.00221288,Normal
239.9595422,13.07290891,0.655267494,51.24566149,Normal
243.3224957,14.27722112,0.561910223,50.37027857,PowerFactor Fault
201.9120972,12.99733304,0.630682947,48.31557709,PowerFactor Fault
244.6396808,4.913310961,0.815270933,49.11370671,Normal
257.4936933,4.673357313,0.696393929,51.73315125,Normal
231.4846125,12.15167352,0.801701614,52.19786405,Normal
227.5647817,8.410869466,0.615055649,50.37418177,PowerFactor Fault
228.9643007,4.094818689,0.917854052,49.22856624,Normal
242.9636676,14.35326976,0.808946783,50.21649044,Normal
252.364605,13.6071333,0.510121633,49.69195186,PowerFactor Fault
222.0001329,16.51962089,0.612640248,50.43462654,PowerFactor Fault
185.5901824,10.48279991,0.558276756,48.12148571,PowerFactor Fault
258.80164,1.642191782,0.982364556,50.19416079,Normal
235.8184972,5.543012989,0.835524186,49.03817604,Normal
231.3074707,12.09506815,0.95189042,50.37891573,Normal
217.9609999,7.312072884,0.558359105,50.78397023,PowerFactor Fault
226.1588457,5.560689065,0.613638567,50.12833686,PowerFactor Fault
229.8261055,13.07529761,0.505599126,49.02590796,PowerFactor Fault
202.6914243,7.655026705,0.704963335,51.30401416,Normal
237.0443727,24.80820758,0.556665394,49.83493389,PowerFactor Fault
219.6778893,5.900549098,0.908962445,49.51682677,Normal
214.8168547,16.85621864,0.833016821,48.18320295,Normal
222.8863481,10.30541307,0.77318321,49.71934708,Normal
236.2355024,4.951695822,0.921874473,50.7580157,Normal
235.4889528,10.79059669,0.996351809,50.06766467,Normal
228.3363967,29.93896963,0.759604223,50.97378665,Overload
253.4541749,10.14616245,0.884981738,50.96432219,Normal
222.2617065,4.460670982,0.978776372,50.3222309,Normal
219.1352317,15.87534953,0.857577984,49.36527902,Normal
250.6791817,6.874317112,0.886184731,51.26469102,Normal
238.5362825,7.328319555,0.935779242,51.64433252,Normal
202.4465517,5.429532933,0.798772614,49.87202343,Normal
223.9797913,10.97066276,0.906206727,49.30650677,Normal
225.5931004,15.00662942,0.57888394,49.08031681,PowerFactor Fault
247.9395871,9.255692696,0.94087832,46.63813069,Normal
233.0735076,16.80854229,0.661816708,49.23037847,GroundFault
215.6543219,13.03953019,0.52769632,50.37836349,PowerFactor Fault
245.8130055,9.3064395,0.753943282,49.85081811,Normal
219.1587655,18.21636363,0.746927472,49.68593622,GroundFault
215.4998311,5.92661676,0.767436307,50.69764205,Normal
222.162292,9.57603978,0.998762179,51.08386838,Normal
230.3833492,3.934824877,0.983530801,51.00351282,Normal
230.8634143,10.69357067,0.559145637,50.29638536,PowerFactor Fault
248.4295696,5.369614543,0.878652982,49.79804658,Normal
222.6317164,12.65206173,0.793982678,50.21796309,Normal
226.1653376,8.788826391,0.893171067,49.93141296,Normal
224.8709786,25.15629004,0.618602072,49.87790711,PowerFactor Fault
241.4937656,8.193914792,0.649761057,49.34596974,PowerFactor Fault
241.4050791,13.99063779,0.945674787,49.57439044,Normal
227.8112969,11.91223865,0.965467358,50.37345379,Normal
229.4603014,12.56169655,0.906997327,50.3302262,Normal
244.3865971,2.085230019,0.971514012,51.46859739,Normal
239.3034885,6.670242891,0.806442591,48.29424141,Normal
246.2874944,13.22597621,0.53237686,50.02341709,PowerFactor Fault
250.0320349,9.405304597,0.549543788,51.09363741,PowerFactor Fault
240.8496598,17.4891392,0.825899989,50.27814573,Normal
247.9609838,6.548636396,0.585466985,49.81156422,PowerFactor Fault
208.3624441,4.256441086,0.506965086,51.59201786,PowerFactor Fault
230.8097802,7.591247409,0.828959515,50.28396616,LineToLineFault
218.6366483,11.57731841,0.906190932,47.91227488,Normal
231.2232306,3.095568762,0.968719733,50.50811278,Normal
236.8168015,23.79526,0.768932803,50.02306694,Normal
227.7815716,1.339459498,0.629037686,49.23377103,PowerFactor Fault
234.2575877,11.14805171,0.693581086,48.70174926,Normal
269.2600571,12.65055234,0.76759179,49.99180976,OverVoltage
234.5148524,6.407791212,0.705802808,50.34505367,Normal
240.2906369,17.34238443,0.892096558,49.13548097,LineToLineFault
221.8799176,10.31057888,0.808513343,50.10501454,Normal
237.8194878,1.63109679,0.860935742,50.43449325,Normal
241.2355636,10.46591461,0.960558516,48.52070625,Normal
202.901161,5.661478887,0.546559087,49.33814215,PowerFactor Fault
234.8032771,15.13604879,0.810221237,47.72760615,Normal
234.0919923,9.469808536,0.61822412,48.35206459,PowerFactor Fault
215.6757328,9.703437215,0.971345928,50.49604789,Normal
219.4359704,22.10361467,0.748999384,48.90362634,GroundFault
218.4259176,-4.761832156,0.673469083,50.58013442,OpenCircuit
246.9358568,9.727527265,0.501302114,50.69518576,PowerFactor Fault
235.2139022,4.984680506,0.675779135,50.00015067,Normal
218.0968231,10.98221231,0.881113425,49.81206266,Normal
219.2908744,6.972813192,0.840335366,50.92861794,Normal
236.4739547,11.93372128,0.797293003,49.36175879,Normal
247.2994864,2.639100625,0.97337162,50.09779074,Normal
237.1992041,2.985787509,0.595477987,49.45268921,PowerFactor Fault
239.728335,22.40573534,0.571333783,49.92538644,PowerFactor Fault
228.8316929,6.926094165,0.723546505,50.2817925,Normal
226.9501531,10.40026268,0.952949022,49.36329559,Normal
233.8218084,18.30542922,0.759381901,50.55624494,Normal
199.8594855,6.063026009,0.968279379,50.59909132,Normal
223.3495248,11.73177079,0.699997884,50.68160163,Normal
254.8677244,8.47654586,0.852533649,48.15770917,Normal
235.7409428,8.728582301,0.764637555,50.47383681,Normal
226.3409087,0.872306406,0.977470502,51.02052723,Normal
234.3930457,10.92240618,0.51706453,49.13290554,PowerFactor Fault
236.1969111,12.9793163,0.887891399,50.56152811,Normal
216.5475666,13.40108418,0.713382678,48.62677151,Normal
208.6230329,16.37080901,0.711738545,50.02274022,GroundFault
250.4955195,4.431875125,0.645655968,49.65167969,PowerFactor Fault
233.5880494,16.38113935,0.662669431,49.11451001,GroundFault
226.572232,10.02197412,0.654763589,52.07750394,Normal
215.1978547,14.11830687,0.748732793,47.9748066,Normal
215.2630364,14.62962174,0.57788323,49.09343371,PowerFactor Fault
181.3200345,10.35687494,0.941953715,49.11461699,Normal
264.0494659,8.541340338,0.928628147,50.15790932,OverVoltage
250.901963,12.10284355,0.55887939,49.96535598,PowerFactor Fault
226.3168689,10.62710962,0.976479066,49.80803514,LineToLineFault
234.9625887,10.12616848,0.815309416,49.61050542,Normal
226.8172153,3.029306811,0.653592638,49.65169109,Normal
218.4813774,17.28942642,0.924194308,50.60994757,Normal
227.330507,8.690340864,0.65039446,50.0137842,LineToLineFault
234.6001424,17.33978644,0.943759503,52.37436004,Normal
261.0639064,15.36726417,0.505730157,50.95989565,PowerFactor Fault
231.4429628,16.26619529,0.543444411,49.61112382,PowerFactor Fault
212.502891,14.24654511,0.998961322,51.39862299,Normal
253.3260035,21.69598804,0.919832505,49.24557086,Normal
234.9919582,11.99517943,0.780625916,50.84038571,Normal
256.3106689,12.96617354,0.503671334,49.79578681,PowerFactor Fault
238.1871591,6.376671837,0.878270365,50.97297164,Normal
225.6620674,4.742867547,0.517977035,49.48046767,PowerFactor Fault
228.5768883,1.630530982,0.575177156,50.63466368,PowerFactor Fault
209.5704651,-1.041941694,0.881525165,48.85017772,OpenCircuit
236.7245846,16.95176192,0.73695914,49.19973781,GroundFault
209.1356219,9.276764984,0.604928381,50.07136731,PowerFactor Fault
220.1204029,12.41701768,0.92873065,50.29429478,Normal
229.95637,16.31520488,0.628657206,49.93754953,PowerFactor Fault
245.0768301,18.1052147,0.986735193,49.23348148,Normal
229.2849743,8.959769895,0.664488348,51.78367469,Normal
227.9462704,6.227846511,0.797574165,49.24741242,Normal
225.8795394,11.36903504,0.945134559,49.17959627,Normal
247.8885674,2.848076284,0.52655154,50.709242,PowerFactor Fault
236.395002,16.40376252,0.958055402,48.73368028,Normal
228.3711104,11.57049964,0.8807025,51.78965527,Normal
245.4502193,9.001106852,0.737569975,48.72352906,Normal
216.5833605,8.881077961,0.701783185,49.54470821,Normal
212.4755499,17.46670119,0.866577927,50.38043358,Normal
215.866721,3.901101126,0.515103536,50.2172815,PowerFactor Fault
216.8721586,6.993089651,0.522607557,51.78142261,PowerFactor Fault
242.9457222,15.81488469,0.722541532,49.97332064,GroundFault
227.7077299,5.271755596,0.636460243,49.93108598,PowerFactor Fault
252.4345449,6.487792423,0.756882019,49.10989884,Normal
208.0266264,6.114432323,0.504747131,51.28168927,PowerFactor Fault
241.7491548,6.898009641,0.683807816,49.84840806,Normal
241.654836,11.09844784,0.658139754,51.33255274,Normal
230.3792108,11.83413479,0.925677957,49.91577512,Normal
214.8163068,8.439773736,0.954569919,50.32511485,Normal
225.4390733,12.88340419,0.812426677,49.95173965,Normal
229.758224,-2.47459924,0.651342303,49.1899167,OpenCircuit
207.1968488,3.570943062,0.622987327,48.94939224,PowerFactor Fault
200.2506788,10.54398602,0.665456437,50.3111139,Normal
239.7107982,15.47309157,0.933266244,50.20171407,Normal
219.0855226,4.042571705,0.935888002,52.31955081,Normal
216.3386582,7.327722662,0.626894866,49.12940944,PowerFactor Fault
241.5000869,2.836326339,0.5945404,48.69540668,PowerFactor Fault
205.0136923,10.83852537,0.594954567,51.61258604,PowerFactor Fault
229.1304676,16.60882718,0.849114576,52.54827481,Normal
223.4757988,1.262754587,0.670375855,49.62201748,Normal
224.6994758,7.237211106,0.639000903,50.64553191,PowerFactor Fault
209.9956726,14.40565104,0.618385277,50.03318378,PowerFactor Fault
201.7697241,-4.554092337,0.612185668,51.22429609,PowerFactor Fault
251.6903789,19.60191323,0.718807155,51.05082357,GroundFault
212.9092128,1.640934135,0.898319657,50.55112823,Normal
222.8849696,10.6701796,0.944562352,49.51966609,Normal
233.7541854,9.632049486,0.521045483,51.40219876,PowerFactor Fault
240.7323076,4.76829778,0.673885331,49.71478565,Normal
241.3346801,7.904323879,0.740193323,48.30834428,Normal
228.590707,13.03624475,0.67109225,49.65874185,Normal
223.5166184,10.45613084,0.984195814,48.51439899,Normal
186.1632245,4.150659146,0.799733421,50.24262895,VoltageImbalance
230.2629945,12.84561527,0.661646235,50.1952521,Normal
243.7053876,9.527371947,0.629008893,49.18832669,PowerFactor Fault
232.9752756,16.11160232,0.704164689,49.29879522,GroundFault
216.2637832,7.607640374,0.772636003,47.80116087,Normal
230.7308027,10.98262302,0.944009637,50.78459752,Normal
250.2660017,4.72436874,0.997993458,49.10198841,Normal
219.7878357,16.04824627,0.938346232,48.62774038,Normal
216.931089,1.709082683,0.994568363,50.45602399,Normal
230.1811735,6.453631107,0.60013166,48.68845558,PowerFactor Fault
220.6233843,1.71944269,0.764810093,50.49118771,Normal
251.2963611,6.571718503,0.596583415,48.23350868,PowerFactor Fault
230.7918577,5.83715978,0.736050255,50.19855466,Normal
242.6997561,19.99390716,0.606791634,48.37742314,PowerFactor Fault
254.7632724,5.007366189,0.924696406,49.85412689,Normal
249.9384336,4.687460183,0.908584558,48.33414192,Normal
209.3739852,9.952626505,0.981920086,49.72232278,Normal
261.0695616,10.38009124,0.825805828,49.5932474,OverVoltage
220.2660543,13.91613659,0.881522558,50.72796222,Normal
233.3584364,13.74737075,0.605058909,49.32279279,PowerFactor Fault
240.1136632,9.105479593,0.818017849,50.06682945,Normal
223.3799891,15.84097007,0.708577364,49.57786704,GroundFault
242.7724883,13.86131687,0.948519218,50.0620259,Normal
230.4649012,2.590640047,0.658872687,50.72029503,Normal
233.7143468,10.22464876,0.998274816,49.81246606,Normal
205.2995246,17.15491485,0.583532125,49.63666199,PowerFactor Fault
224.7808482,15.23353955,0.794694737,51.01605206,Normal
240.9977974,10.49763726,0.684381143,49.8006925,LineToLineFault
233.3611949,10.75077948,0.60749593,49.76789783,PowerFactor Fault
263.2052563,14.61937882,0.740620983,50.97605954,OverVoltage
242.4816738,5.743723297,0.648921898,50.23639321,PowerFactor Fault
223.0674948,13.7806436,0.617221503,48.14913262,PowerFactor Fault
239.946998,15.83635114,0.720223889,50.30135248,GroundFault
244.5566129,14.46095665,0.855706823,50.51395077,Normal
242.0647724,10.72401587,0.601183193,51.43795737,PowerFactor Fault
224.0185093,-0.875006273,0.88743642,49.89303668,OpenCircuit
214.8791363,5.33991205,0.759747176,49.88150919,Normal
228.4394806,4.958659388,0.570461418,49.03032455,PowerFactor Fault
248.8330508,13.02276268,0.723883303,51.06842628,Normal
215.9925948,8.544166676,0.860712663,48.96512809,Normal
231.9020508,7.129355342,0.605099817,49.5363607,PowerFactor Fault
239.8618306,15.24367672,0.566053506,49.04503133,PowerFactor Fault
229.0341454,14.28906537,0.613939047,50.16799901,PowerFactor Fault
259.2910922,15.34667673,0.659012171,48.34708067,GroundFault
228.2818871,12.30161309,0.871730997,50.33063076,Normal
246.4474215,10.26209805,0.83878873,49.20354655,Normal
228.9392894,14.37062429,0.644272742,49.60207174,PowerFactor Fault
232.9408394,-2.862849298,0.590678658,50.04827773,PowerFactor Fault
238.3321488,11.51664168,0.622026478,49.48016177,PowerFactor Fault
219.2721988,18.0849716,0.717332986,49.79938491,GroundFault
239.8677719,4.753562792,0.522802056,50.94841121,PowerFactor Fault
232.881992,12.903177,0.630636485,50.73128538,PowerFactor Fault
250.0386036,9.488458621,0.685615403,50.77260327,Normal
218.0191134,25.89017834,0.637545786,48.66833322,PowerFactor Fault
244.180155,14.84776316,0.905252401,50.56309669,Normal
254.5479486,15.04928432,0.750498642,51.40304755,Normal
217.9950032,5.151773878,0.907307167,51.63544099,Normal
228.1267138,9.357885042,0.933448546,50.76302126,Normal
241.4783483,7.976276159,0.705385101,48.99103304,Normal
240.6560206,11.15474729,0.830279201,51.61179136,Normal
244.0689742,2.283434745,0.620342563,51.40674622,PowerFactor Fault
251.6526253,23.80353966,0.845944712,50.01796137,Normal
239.6536232,7.711873749,0.931814495,51.6729905,LineToLineFault
228.0312594,15.39653262,0.909822017,51.13644391,Normal
228.8515425,15.63390511,0.762486443,50.46428706,Normal
232.4026595,13.40982254,0.692385444,50.11096398,Normal
207.1861121,3.899244491,0.528541354,50.78660272,PowerFactor Fault
231.0783573,7.388914757,0.811112055,50.84254725,Normal
209.6346902,0.455379001,0.95167302,51.9250553,OpenCircuit
